"team","status","date"
"UC Irvine","Away",2014-11-19
"Green Bay","Away",2014-11-19
"Southern VA","Away",2014-11-19
"Wake Forest","Away",2014-11-19
"CO Christian","Away",2014-11-19
"N Colorado","Away",2014-11-19
"Walla Walla","Away",2014-11-19
"Montana State","Away",2014-11-19
"Omaha","Away",2014-11-19
"ND de Namur","Away",2014-11-19
"Florida A&M","Away",2014-11-19
"Pepperdine","Away",2014-11-19
"Simpson University","Away",2014-11-19
"Saint Joe's","Away",2014-11-19
"Hawaii Hilo","Away",2014-11-19
"Bowling Green","Home",2014-11-19
"The Citadel","Home",2014-11-19
"St Bonaventure","Home",2014-11-19
"Miami (OH)","Home",2014-11-19
"Cincinnati","Home",2014-11-19
"St Francis (BKN)","Home",2014-11-19
"Norfolk State","Home",2014-11-19
"Lafayette","Home",2014-11-19
"FGCU","Home",2014-11-19
"Notre Dame","Home",2014-11-19
"VT","Home",2014-11-19
"N Kentucky","Home",2014-11-19
"Mercer","Home",2014-11-19
"Furman","Home",2014-11-19
"JMU","Home",2014-11-19
"UNC Asheville","Home",2014-11-19
"Hartford","Home",2014-11-19
"Mt St Mary's","Home",2014-11-19
"Cleveland State","Home",2014-11-19
"Albany","Home",2014-11-19
"Binghamton","Home",2014-11-19
"UVM","Home",2014-11-19
"Oakland","Home",2014-11-19
"Holy Cross","Home",2014-11-19
"St John's","Home",2014-11-19
"Rutgers","Home",2014-11-19
"Creighton","Home",2014-11-19
"Bradley","Home",2014-11-19
"Missouri","Home",2014-11-19
"Milwaukee","Home",2014-11-19
"Loyola (MD)","Home",2014-11-19
"Samford","Home",2014-11-19
"UMKC","Home",2014-11-19
"North Texas","Home",2014-11-19
"Rice","Home",2014-11-19
"Texas State","Home",2014-11-19
"Belmont","Home",2014-11-19
"Missouri State","Home",2014-11-19
"Tulsa","Home",2014-11-19
"Utah State","Home",2014-11-19
"Valparaiso","Home",2014-11-19
"Arizona","Home",2014-11-19
"Wisconsin","Home",2014-11-19
"BYU","Home",2014-11-19
"Arkansas","Home",2014-11-19
"Air Force","Home",2014-11-19
"New Mexico St","Home",2014-11-19
"E Washington","Home",2014-11-19
"CS Northridge","Home",2014-11-19
"Seattle","Home",2014-11-19
"San Francisco","Home",2014-11-19
"San Diego","Home",2014-11-19
"San Jose State","Home",2014-11-19
"Sacramento St","Home",2014-11-19
"Gonzaga","Home",2014-11-19
"Hawaii","Home",2014-11-19
"Texas A&M","Away",2014-11-20
"USC","Away",2014-11-20
"Charleston","Away",2014-11-20
"Drexel","Away",2014-11-20
"New Mexico","Away",2014-11-20
"Penn State","Away",2014-11-20
"Detroit","Away",2014-11-20
"Texas","Away",2014-11-20
"MD-E Shore","Away",2014-11-20
"Niagara","Away",2014-11-20
"VU of Lynchburg","Away",2014-11-20
"Eckerd","Away",2014-11-20
"Navy","Away",2014-11-20
"Jacksonville","Away",2014-11-20
"Bob Jones","Away",2014-11-20
"Palm Beach Atl","Away",2014-11-20
"UNH","Away",2014-11-20
"Grambling St","Away",2014-11-20
"UMass Lowell","Away",2014-11-20
"SUNY-Old Westbury","Away",2014-11-20
"Texas Southern","Away",2014-11-20
"Keystone","Away",2014-11-20
"Bluefield","Away",2014-11-20
"George Mason","Away",2014-11-20
"Fordham","Away",2014-11-20
"Champ. Baptist","Away",2014-11-20
"Howard","Away",2014-11-20
"Bucknell","Away",2014-11-20
"SMU","Away",2014-11-20
"New Orleans","Away",2014-11-20
"USF","Away",2014-11-20
"North Florida","Away",2014-11-20
"FAU","Away",2014-11-20
"Franklin Pierce","Away",2014-11-20
"Northwestern St","Away",2014-11-20
"UC Davis","Away",2014-11-20
"Brescia","Away",2014-11-20
"Fisk","Away",2014-11-20
"Miss Valley St","Away",2014-11-20
"Winthrop","Away",2014-11-20
"Morgan State","Away",2014-11-20
"Cornell","Away",2014-11-20
"Southern","Away",2014-11-20
"Loyola Mary","Away",2014-11-20
"Lipscomb","Away",2014-11-20
"UT-Arlington","Away",2014-11-20
"Southern Miss","Away",2014-11-20
"Idaho","Away",2014-11-20
"Syracuse","Away",2014-11-20
"Fresno State","Away",2014-11-20
"Denver","Away",2014-11-20
"Pacific Union","Away",2014-11-20
"CSU Bakersfield","Away",2014-11-20
"Nicholls State","Away",2014-11-20
"Dayton","Home",2014-11-20
"Akron","Home",2014-11-20
"UConn","Home",2014-11-20
"Miami (FL)","Home",2014-11-20
"Boston College","Home",2014-11-20
"Charlotte","Home",2014-11-20
"Michigan","Home",2014-11-20
"Iowa","Home",2014-11-20
"VCU","Home",2014-11-20
"St Peter's","Home",2014-11-20
"ECU","Home",2014-11-20
"UCF","Home",2014-11-20
"Providence","Home",2014-11-20
"NC State","Home",2014-11-20
"USC Upstate","Home",2014-11-20
"Stetson","Home",2014-11-20
"Bryant","Home",2014-11-20
"Purdue","Home",2014-11-20
"Sacred Heart","Home",2014-11-20
"Wagner","Home",2014-11-20
"Tennessee","Home",2014-11-20
"St Francis (PA)","Home",2014-11-20
"William & Mary","Home",2014-11-20
"West Virginia","Home",2014-11-20
"Maryland","Home",2014-11-20
"UT Martin","Home",2014-11-20
"Radford","Home",2014-11-20
"Villanova","Home",2014-11-20
"Indiana","Home",2014-11-20
"TCU","Home",2014-11-20
"UAB","Home",2014-11-20
"Northwestern","Home",2014-11-20
"Harvard","Home",2014-11-20
"Minnesota","Home",2014-11-20
"LSU-Alexandria","Home",2014-11-20
"E Illinois","Home",2014-11-20
"Murray State","Home",2014-11-20
"Tennessee St","Home",2014-11-20
"Tulane","Home",2014-11-20
"Savannah State","Home",2014-11-20
"Northern Iowa","Home",2014-11-20
"South Carolina","Home",2014-11-20
"Ole Miss","Home",2014-11-20
"Arizona State","Home",2014-11-20
"Vanderbilt","Home",2014-11-20
"Grand Canyon","Home",2014-11-20
"Alabama","Home",2014-11-20
"N Illinois","Home",2014-11-20
"Cal","Home",2014-11-20
"N Arizona","Home",2014-11-20
"Saint Mary's","Home",2014-11-20
"Pacific","Home",2014-11-20
"San Diego State","Home",2014-11-20
"UCLA","Home",2014-11-20
"USC","Away",2014-11-21
"Texas A&M","Away",2014-11-21
"Clemson","Away",2014-11-21
"Dayton","Away",2014-11-21
"Akron","Away",2014-11-21
"Seton Hall","Away",2014-11-21
"UNC Greensboro","Away",2014-11-21
"Valparaiso","Away",2014-11-21
"Syracuse","Away",2014-11-21
"UIC","Away",2014-11-21
"Cent Conn St","Away",2014-11-21
"Boston College","Away",2014-11-21
"Alcorn State","Away",2014-11-21
"LSU","Away",2014-11-21
"Boston U","Away",2014-11-21
"G Washington","Away",2014-11-21
"Loyola (CHI)","Away",2014-11-21
"PV A&M","Away",2014-11-21
"Wofford","Away",2014-11-21
"Lehigh","Away",2014-11-21
"IPFW","Away",2014-11-21
"Toledo","Away",2014-11-21
"Youngstown St","Away",2014-11-21
"Hiwassee College","Away",2014-11-21
"UNLV","Away",2014-11-21
"Troy","Away",2014-11-21
"Stony Brook","Away",2014-11-21
"Maine","Away",2014-11-21
"Charlotte","Away",2014-11-21
"Texas","Away",2014-11-21
"Bethune-Cookman","Away",2014-11-21
"S Illinois","Away",2014-11-21
"Florida Memorial","Away",2014-11-21
"New Mexico","Away",2014-11-21
"UL Monroe","Away",2014-11-21
"Milwaukee","Away",2014-11-21
"North Dakota","Away",2014-11-21
"Kennesaw St","Away",2014-11-21
"SF Austin","Away",2014-11-21
"Morehead State","Away",2014-11-21
"Austin Peay","Away",2014-11-21
"Jarvis Christian","Away",2014-11-21
"Delaware State","Away",2014-11-21
"Iona","Away",2014-11-21
"Marshall","Away",2014-11-21
"UC Riverside","Away",2014-11-21
"Idaho State","Away",2014-11-21
"Oral Roberts","Away",2014-11-21
"Florida A&M","Away",2014-11-21
"Georgia State","Away",2014-11-21
"LA-Lafayette","Away",2014-11-21
"Penn State","Away",2014-11-21
"Illinois State","Away",2014-11-21
"Temple","Away",2014-11-21
"Sam Houston","Away",2014-11-21
"Washington","Away",2014-11-21
"Delaware","Away",2014-11-21
"Kansas State","Away",2014-11-21
"Presbyterian","Away",2014-11-21
"Pitt","Away",2014-11-21
"Montana State","Away",2014-11-21
"Drexel","Home",2014-11-21
"Charleston","Home",2014-11-21
"Gardner-Webb","Home",2014-11-21
"UConn","Home",2014-11-21
"Miami (FL)","Home",2014-11-21
"Nevada","Home",2014-11-21
"Longwood","Home",2014-11-21
"AR-Pine Bluff","Home",2014-11-21
"Iowa","Home",2014-11-21
"Yale","Home",2014-11-21
"Towson","Home",2014-11-21
"West Virginia","Home",2014-11-21
"Hampton","Home",2014-11-21
"Old Dominion","Home",2014-11-21
"Kentucky","Home",2014-11-21
"UVA","Home",2014-11-21
"Michigan State","Home",2014-11-21
"Baylor","Home",2014-11-21
"Fairfield","Home",2014-11-21
"Rider","Home",2014-11-21
"Georgia Tech","Home",2014-11-21
"Oregon","Home",2014-11-21
"E Michigan","Home",2014-11-21
"W Carolina","Home",2014-11-21
"Stanford","Home",2014-11-21
"Georgia","Home",2014-11-21
"Hofstra","Home",2014-11-21
"Cent Michigan","Home",2014-11-21
"South Carolina","Home",2014-11-21
"Cal","Home",2014-11-21
"Monmouth","Home",2014-11-21
"Kent State","Home",2014-11-21
"FIU","Home",2014-11-21
"George Mason","Home",2014-11-21
"Florida","Home",2014-11-21
"Oklahoma State","Home",2014-11-21
"South Dakota St","Home",2014-11-21
"North Dakota St","Home",2014-11-21
"Xavier","Home",2014-11-21
"LA Tech","Home",2014-11-21
"Illinois","Home",2014-11-21
"McNeese State","Home",2014-11-21
"Arkansas","Home",2014-11-21
"Wake Forest","Home",2014-11-21
"Louisville","Home",2014-11-21
"Utah","Home",2014-11-21
"Washington St","Home",2014-11-21
"Oregon State","Home",2014-11-21
"Grand Canyon","Home",2014-11-21
"Colorado State","Home",2014-11-21
"Auburn","Home",2014-11-21
"Cornell","Home",2014-11-21
"Weber State","Home",2014-11-21
"Duke","Home",2014-11-21
"South Dakota","Home",2014-11-21
"Seattle","Home",2014-11-21
"Cal Poly","Home",2014-11-21
"LBSU","Home",2014-11-21
"American U","Home",2014-11-21
"Hawaii","Home",2014-11-21
"Buffalo","Home",2014-11-21
"Incarnate Word","Away",2014-11-22
"Notre Dame","Away",2014-11-22
"Robert Morris","Away",2014-11-22
"St Peter's","Away",2014-11-22
"Drake","Away",2014-11-22
"Ball State","Away",2014-11-22
"Appalachian St","Away",2014-11-22
"Utah State","Away",2014-11-22
"High Point","Away",2014-11-22
"UNC","Away",2014-11-22
"North Florida","Away",2014-11-22
"Colgate","Away",2014-11-22
"Samford","Away",2014-11-22
"UMass Lowell","Away",2014-11-22
"Omaha","Away",2014-11-22
"FSU","Away",2014-11-22
"Clemson","Away",2014-11-22
"Trinity (IL)","Away",2014-11-22
"Texas State","Away",2014-11-22
"South Alabama","Away",2014-11-22
"Liberty","Away",2014-11-22
"Canisius","Away",2014-11-22
"Western St.","Away",2014-11-22
"Elon","Away",2014-11-22
"SE Missouri St","Away",2014-11-22
"Cleveland State","Away",2014-11-22
"MD-E Shore","Away",2014-11-22
"Longwood","Away",2014-11-22
"Southern","Away",2014-11-22
"UMKC","Away",2014-11-22
"Yale","Away",2014-11-22
"South Dakota","Away",2014-11-22
"Loyola (MD)","Away",2014-11-22
"Duquesne","Away",2014-11-22
"San Jose State","Away",2014-11-22
"Towson","Away",2014-11-22
"Texas Southern","Away",2014-11-22
"LSU","Away",2014-11-22
"Binghamton","Away",2014-11-22
"Wright State","Away",2014-11-22
"Miles","Away",2014-11-22
"Alcorn State","Away",2014-11-22
"Brown","Away",2014-11-22
"Bob Jones","Away",2014-11-22
"Colorado","Away",2014-11-22
"Johnson Univ (FL)","Away",2014-11-22
"Piedmont Intl","Away",2014-11-22
"Nebraska","Away",2014-11-22
"E Washington","Away",2014-11-22
"Sam Houston","Away",2014-11-22
"Hartford","Away",2014-11-22
"Army","Away",2014-11-22
"Quinnipiac","Away",2014-11-22
"American U","Away",2014-11-22
"Lafayette","Away",2014-11-22
"Mt St Mary's","Away",2014-11-22
"UNC Greensboro","Away",2014-11-22
"Ohio Midwestern","Away",2014-11-22
"UNC Asheville","Away",2014-11-22
"UNC-Wilmington","Away",2014-11-22
"Chattanooga","Away",2014-11-22
"UVM","Away",2014-11-22
"Masters","Away",2014-11-22
"Cincy Clermont","Away",2014-11-22
"UNLV","Away",2014-11-22
"Cent Conn St","Away",2014-11-22
"UIC","Away",2014-11-22
"Transylvania","Away",2014-11-22
"UC Davis","Away",2014-11-22
"Missouri State","Away",2014-11-22
"Morgan State","Away",2014-11-22
"SE Louisiana","Away",2014-11-22
"Northeastern","Away",2014-11-22
"TXAMKing","Away",2014-11-22
"William & Mary","Away",2014-11-22
"Belmont","Away",2014-11-22
"Lamar","Away",2014-11-22
"Southern-New Orleans","Away",2014-11-22
"Oakwood","Away",2014-11-22
"Hampton","Away",2014-11-22
"Houston Baptist","Away",2014-11-22
"UMBC","Away",2014-11-22
"St. Thomas Aquinas","Away",2014-11-22
"Utah Valley","Away",2014-11-22
"New Mexico St","Away",2014-11-22
"Stanford","Away",2014-11-22
"Morehead State","Away",2014-11-22
"Boise State","Away",2014-11-22
"SIU-ED","Away",2014-11-22
"Princeton","Home",2014-11-22
"UMass","Home",2014-11-22
"Georgetown","Home",2014-11-22
"La Salle","Home",2014-11-22
"W Michigan","Home",2014-11-22
"IUPUI","Home",2014-11-22
"VT","Home",2014-11-22
"Miss St","Home",2014-11-22
"Richmond","Home",2014-11-22
"Davidson","Home",2014-11-22
"Northern Iowa","Home",2014-11-22
"Campbell","Home",2014-11-22
"CS Northridge","Home",2014-11-22
"NJIT","Home",2014-11-22
"Marquette","Home",2014-11-22
"Providence","Home",2014-11-22
"Nevada","Home",2014-11-22
"Chicago State","Home",2014-11-22
"UTSA","Home",2014-11-22
"Detroit","Home",2014-11-22
"Miami (OH)","Home",2014-11-22
"St Bonaventure","Home",2014-11-22
"Air Force","Home",2014-11-22
"Northwestern","Home",2014-11-22
"Cent Arkansas","Home",2014-11-22
"Savannah State","Home",2014-11-22
"St Francis (PA)","Home",2014-11-22
"Youngstown St","Home",2014-11-22
"Mid Tennessee","Home",2014-11-22
"AR-Little Rock","Home",2014-11-22
"S Illinois","Home",2014-11-22
"Wofford","Home",2014-11-22
"Butler","Home",2014-11-22
"Abil Christian","Home",2014-11-22
"CS Fullerton","Home",2014-11-22
"Bethune-Cookman","Home",2014-11-22
"Norfolk State","Home",2014-11-22
"Weber State","Home",2014-11-22
"Manhattan","Home",2014-11-22
"Charleston So","Home",2014-11-22
"Jacksonville St","Home",2014-11-22
"Kennesaw St","Home",2014-11-22
"Indiana State","Home",2014-11-22
"The Citadel","Home",2014-11-22
"Wyoming","Home",2014-11-22
"Ga Southern","Home",2014-11-22
"Coast Carolina","Home",2014-11-22
"URI","Home",2014-11-22
"SMU","Home",2014-11-22
"Fairfield","Home",2014-11-22
"Niagara","Home",2014-11-22
"Marist","Home",2014-11-22
"Albany","Home",2014-11-22
"LA Tech","Home",2014-11-22
"Penn","Home",2014-11-22
"Bucknell","Home",2014-11-22
"E Michigan","Home",2014-11-22
"N Kentucky","Home",2014-11-22
"East Tenn St","Home",2014-11-22
"VMI","Home",2014-11-22
"Tenn Tech","Home",2014-11-22
"Saint Joe's","Home",2014-11-22
"UCSB","Home",2014-11-22
"E Kentucky","Home",2014-11-22
"Temple","Home",2014-11-22
"Monmouth","Home",2014-11-22
"Kent State","Home",2014-11-22
"Lipscomb","Home",2014-11-22
"Furman","Home",2014-11-22
"Texas Tech","Home",2014-11-22
"Houston","Home",2014-11-22
"W Illinois","Home",2014-11-22
"Navy","Home",2014-11-22
"UT Pan American","Home",2014-11-22
"Rice","Home",2014-11-22
"W Kentucky","Home",2014-11-22
"Indiana","Home",2014-11-22
"Tulane","Home",2014-11-22
"Alabama A&M","Home",2014-11-22
"North Dakota St","Home",2014-11-22
"UT-Arlington","Home",2014-11-22
"Minnesota","Home",2014-11-22
"Gonzaga","Home",2014-11-22
"Southern Utah","Home",2014-11-22
"UTEP","Home",2014-11-22
"Duke","Home",2014-11-22
"Presbyterian","Home",2014-11-22
"Wisconsin","Home",2014-11-22
"Portland","Home",2014-11-22
"Valparaiso","Away",2014-11-23
"Charleston","Away",2014-11-23
"UMass","Away",2014-11-23
"Wofford","Away",2014-11-23
"Youngstown St","Away",2014-11-23
"AR-Pine Bluff","Away",2014-11-23
"S Illinois","Away",2014-11-23
"American U","Away",2014-11-23
"Drexel","Away",2014-11-23
"South Dakota","Away",2014-11-23
"Columbia","Away",2014-11-23
"Texas A&M-CC","Away",2014-11-23
"Bethune-Cookman","Away",2014-11-23
"Merchant Marine","Away",2014-11-23
"Texas A&M","Away",2014-11-23
"CS Northridge","Away",2014-11-23
"Longwood","Away",2014-11-23
"Providence","Away",2014-11-23
"Newman","Away",2014-11-23
"Northwestern St","Away",2014-11-23
"Coppin State","Away",2014-11-23
"Catawba","Away",2014-11-23
"Jackson State","Away",2014-11-23
"Yale","Away",2014-11-23
"USC","Away",2014-11-23
"USF","Away",2014-11-23
"NC Central","Away",2014-11-23
"St. Katherine","Away",2014-11-23
"Nichols","Away",2014-11-23
"Towson","Away",2014-11-23
"Wagner","Away",2014-11-23
"Dayton","Away",2014-11-23
"NC A&T","Away",2014-11-23
"E Illinois","Away",2014-11-23
"Presbyterian","Away",2014-11-23
"FAU","Away",2014-11-23
"St Francis (BKN)","Away",2014-11-23
"Samford","Away",2014-11-23
"Navy","Away",2014-11-23
"Montana State","Away",2014-11-23
"Iona","Away",2014-11-23
"USC Upstate","Away",2014-11-23
"UMass Lowell","Away",2014-11-23
"Gardner-Webb","Away",2014-11-23
"Akron","Away",2014-11-23
"UConn","Away",2014-11-23
"Sacred Heart","Away",2014-11-23
"Delaware","Away",2014-11-23
"Tennessee St","Away",2014-11-23
"Hood","Away",2014-11-23
"N Arizona","Away",2014-11-23
"Washington","Away",2014-11-23
"SD Christian","Away",2014-11-23
"Mercer","Away",2014-11-23
"Northeastern","Away",2014-11-23
"UC Irvine","Away",2014-11-23
"Miami (FL)","Away",2014-11-23
"Old Dominion","Away",2014-11-23
"LBSU","Away",2014-11-23
"Montana","Away",2014-11-23
"Maine","Home",2014-11-23
"George Mason","Home",2014-11-23
"FSU","Home",2014-11-23
"Sam Houston","Home",2014-11-23
"UNC Greensboro","Home",2014-11-23
"Cent Michigan","Home",2014-11-23
"UIC","Home",2014-11-23
"Morehead State","Home",2014-11-23
"Cornell","Home",2014-11-23
"Fairfield","Home",2014-11-23
"Lehigh","Home",2014-11-23
"Saint Louis","Home",2014-11-23
"Cent Conn St","Home",2014-11-23
"Stony Brook","Home",2014-11-23
"New Mexico","Home",2014-11-23
"AR-Little Rock","Home",2014-11-23
"E Michigan","Home",2014-11-23
"Notre Dame","Home",2014-11-23
"Wichita State","Home",2014-11-23
"Oklahoma","Home",2014-11-23
"Denver","Home",2014-11-23
"Radford","Home",2014-11-23
"UAB","Home",2014-11-23
"Kent State","Home",2014-11-23
"Penn State","Home",2014-11-23
"NC State","Home",2014-11-23
"Creighton","Home",2014-11-23
"UC Riverside","Home",2014-11-23
"Holy Cross","Home",2014-11-23
"Monmouth","Home",2014-11-23
"Hofstra","Home",2014-11-23
"Boston College","Home",2014-11-23
"Bradley","Home",2014-11-23
"Cincinnati","Home",2014-11-23
"LA Tech","Home",2014-11-23
"Georgia","Home",2014-11-23
"Rutgers","Home",2014-11-23
"UMKC","Home",2014-11-23
"Binghamton","Home",2014-11-23
"Kentucky","Home",2014-11-23
"North Texas","Home",2014-11-23
"UCF","Home",2014-11-23
"Fordham","Home",2014-11-23
"Seton Hall","Home",2014-11-23
"South Carolina","Home",2014-11-23
"West Virginia","Home",2014-11-23
"OSU","Home",2014-11-23
"CSU Bakersfield","Home",2014-11-23
"Vanderbilt","Home",2014-11-23
"Howard","Home",2014-11-23
"Ole Miss","Home",2014-11-23
"Pacific","Home",2014-11-23
"Loyola Mary","Home",2014-11-23
"Colorado State","Home",2014-11-23
"Manhattan","Home",2014-11-23
"Saint Mary's","Home",2014-11-23
"Charlotte","Home",2014-11-23
"Illinois State","Home",2014-11-23
"UCLA","Home",2014-11-23
"Seattle","Home",2014-11-23
"ECU","Away",2014-11-24
"Nevada","Away",2014-11-24
"Purdue","Away",2014-11-24
"Evansville","Away",2014-11-24
"Dillard","Away",2014-11-24
"Clemson","Away",2014-11-24
"Georgia State","Away",2014-11-24
"MD-E Shore","Away",2014-11-24
"Missouri","Away",2014-11-24
"Austin Peay","Away",2014-11-24
"Marist","Away",2014-11-24
"Milwaukee","Away",2014-11-24
"Gardner-Webb","Away",2014-11-24
"Savannah State","Away",2014-11-24
"Villanova","Away",2014-11-24
"Santa Clara","Away",2014-11-24
"Jacksonville","Away",2014-11-24
"Bucknell","Away",2014-11-24
"Colgate","Away",2014-11-24
"Grambling St","Away",2014-11-24
"Nicholls State","Away",2014-11-24
"Murray State","Away",2014-11-24
"East Tenn St","Away",2014-11-24
"W Carolina","Away",2014-11-24
"FIU","Away",2014-11-24
"Arizona State","Away",2014-11-24
"Hampton","Away",2014-11-24
"SE Louisiana","Away",2014-11-24
"E Washington","Away",2014-11-24
"Rider","Away",2014-11-24
"SF Austin","Away",2014-11-24
"Miss Valley St","Away",2014-11-24
"PV A&M","Away",2014-11-24
"Pepperdine","Away",2014-11-24
"Lipscomb","Away",2014-11-24
"Brown","Away",2014-11-24
"Texas A&M-Intl","Away",2014-11-24
"Clayton","Away",2014-11-24
"Oregon State","Away",2014-11-24
"Hawaii","Away",2014-11-24
"Pitt","Away",2014-11-24
"NJIT","Away",2014-11-24
"Stetson","Away",2014-11-24
"Florida A&M","Away",2014-11-24
"Seton Hall","Away",2014-11-24
"Alabama","Away",2014-11-24
"CO Christian","Away",2014-11-24
"Chadron State","Away",2014-11-24
"Michigan","Away",2014-11-24
"W Michigan","Away",2014-11-24
"SIU-ED","Away",2014-11-24
"Tulsa","Away",2014-11-24
"BYU","Away",2014-11-24
"Green Bay","Home",2014-11-24
"Weber State","Home",2014-11-24
"Kansas State","Home",2014-11-24
"Fresno State","Home",2014-11-24
"Alcorn State","Home",2014-11-24
"LSU","Home",2014-11-24
"Chicago State","Home",2014-11-24
"Detroit","Home",2014-11-24
"Arizona","Home",2014-11-24
"Indiana State","Home",2014-11-24
